Tên bảng,Tên trường,Kiểu dữ liệu,Mô tả,Khóa,Ghi chú (FK suy luận)
FUND_MANAGEMENT_COMPANY,IDX_FUND_MGMT_OLD_ID,OLD_ID,,,
FUND_MANAGEMENT_COMPANY,IDX_FUND_MANAGEMENT_COMPANY_STABLE_ID,STABLE_ID,,,
FUND_MANAGEMENT_COMPANY,IDX_FUND_MGMT_ENT_TYPE,ENTERPRISE_TYPE_ID,,,
FUND_MANAGEMENT_COMPANY,IDX_FUND_MGMT_PROV,PROVINCE_NEW_ID,,,
FUND_MANAGEMENT_COMPANY,IDX_FUND_MGMT_EFF_END,EFFECTIVE_END_DATE,,,
PRACTICE_CERTIFICATE,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
PRACTICE_CERTIFICATE,NAME,VARCHAR2(255 CHAR),*Tên chứng chỉ*,,
PRACTICE_CERTIFICATE,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
PRACTICE_CERTIFICATE,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
PRACTICE_CERTIFICATE,VERSION,NUMBER(MAX),*Phiên bản*,,
PRACTICE_CERTIFICATE,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
PRACTICE_CERTIFICATE,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
PRACTICE_CERTIFICATE,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
PRACTICE_CERTIFICATE,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
PRACTICE_CERTIFICATE,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
PRACTICE_CERTIFICATE,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
PRACTICE_CERTIFICATE,IDX_PRAC_CERT_ACTIVE,"ACTIVE, DELETED",,,
LOG_DATA_CHANGES,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,,
LOG_DATA_CHANGES,APPLICATION,VARCHAR2(20 CHAR),*Tên application*,,
LOG_DATA_CHANGES,IP_CLIENT,VARCHAR2(100 CHAR),*Client IP*,,
LOG_DATA_CHANGES,USER_ID,VARCHAR2(36 CHAR),*ID người dùng (NO FK)*,,
LOG_DATA_CHANGES,USER_NAME,VARCHAR2(255 CHAR),*Username*,,
LOG_DATA_CHANGES,FULL_NAME,VARCHAR2(255 CHAR),*Tên đầy đủ*,,
LOG_DATA_CHANGES,URL,VARCHAR2(1000 CHAR),*API / URL được gọi*,,
LOG_DATA_CHANGES,USER_AGENT,VARCHAR2(500 CHAR),*Browser / client info*,,
LOG_DATA_CHANGES,ACTION_CUSTOM,VARCHAR2(255 CHAR),*Action logic (custom)*,,
LOG_DATA_CHANGES,FILTER_CUSTOM,VARCHAR2(1000 CHAR),*Filter / condition*,,
LOG_DATA_CHANGES,ACTION_REAL,VARCHAR2(255 CHAR),*Action thực tế (INSERT/UPDATE/DELETE)*,,
LOG_DATA_CHANGES,CLASS_NAME,VARCHAR2(255 CHAR),*Entity / Class name*,,
LOG_DATA_CHANGES,DATA_CHANGE,CLOB,*Dữ liệu thay đổi (JSON/text)*,,
LOG_DATA_CHANGES,CREATED_ENTITY_AT,TIMESTAMP(6),*Thời điểm entity được tạo*,,
LOG_DATA_CHANGES,UPDATED_ENTITY_AT,TIMESTAMP(6),*Thời điểm entity được cập nhật*,,
LOG_DATA_CHANGES,CREATED_AT,TIMESTAMP(6),*Thời điểm ghi log*,,
LOG_DATA_CHANGES,CREATED_BY_ID,VARCHAR2(36 CHAR),*ID người tạo log*,,FK suy luận → UBCK_STAFF.ID
LOG_DATA_CHANGES,CREATED_BY_NAME,VARCHAR2(250 CHAR),*Tên người tạo log*,,FK suy luận → UBCK_STAFF.ID
LOG_DATA_CHANGES,UPDATED_AT,TIMESTAMP(6),*Thời điểm cập nhật log*,,
LOG_DATA_CHANGES,UPDATED_BY_ID,VARCHAR2(36 CHAR),*ID người cập nhật*,,FK suy luận → UBCK_STAFF.ID
LOG_DATA_CHANGES,UPDATED_BY_NAME,VARCHAR2(250 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
LOG_DATA_CHANGES,IDX_LOG_DC_ACTION,ACTION_CUSTOM,,,
LOG_DATA_CHANGES,IDX_LOG_DC_CLASS_NAME,ACTION_CUSTOM,,,
LOG_DATA_CHANGES,IDX_LOG_DC_CREATED_AT,CREATED_AT,,,
ORGANIZATION_TYPE,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
ORGANIZATION_TYPE,CODE,VARCHAR2(56 CHAR),*Mã loại tổ chức*,,
ORGANIZATION_TYPE,NAME,VARCHAR2(255 CHAR),*Tên loại tổ chức*,,
ORGANIZATION_TYPE,USER_TYPE,NUMBER(2),"*Đối tượng (INTERNAL_UBCKNN, EXTERNAL_ORGANIZATION, EXTERNAL_INDIVIDUAL)*",,
PUBLIC_COMPANY,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
PUBLIC_COMPANY,CODE,VARCHAR2(20 CHAR),*Mã công ty đại chúng*,,
PUBLIC_COMPANY,COMPANY_NAME_VN,VARCHAR2(200 CHAR),*Tên công ty (tiếng Việt)*,,
PUBLIC_COMPANY,COMPANY_NAME_EN,VARCHAR2(200 CHAR),*Tên công ty (tiếng Anh)*,,
PUBLIC_COMPANY,EXCHANGE,VARCHAR2(20 CHAR),*Sàn niêm yết*,,
PUBLIC_COMPANY,SECURITY_ID,VARCHAR2(36 CHAR),*Stable Id bảng Security (security.stableId)*,,FK suy luận → SECURITY.ID
PUBLIC_COMPANY,LISTED_FLAG,NUMBER(1),"*Trạng thái niêm **yết(0: Không, 1: Có)*",,
PUBLIC_COMPANY,BUSINESS_LINE_ID,VARCHAR2(36 CHAR),"*Stable Id loại **ngành nghề (Ngành nghề cấp 1, ngành nghề cấp 2)*",,
PUBLIC_COMPANY,ISIN_CODE,VARCHAR2(20 CHAR),*ISIN*,,
PUBLIC_COMPANY,AUTO_APPROVAL_FLG,NUMBER(1),"*Tự động duyệt (0: Không, 1: Có)*",,
PUBLIC_COMPANY,COMPANY_LOGIN,VARCHAR2(50 CHAR),*User của công ty niêm yết*,,
PUBLIC_COMPANY,PARENT_COMPANY_FLAG,NUMBER(1),"*Là công ty mẹ**( 0: Không, 1: Có)*",,
PUBLIC_COMPANY,SECURITY_TYPE_ID,VARCHAR2(36 CHAR),*Stable Id **bảng SecurityType (security_type.stableId)*,,FK suy luận → SECURITY_TYPE.ID
PUBLIC_COMPANY,REPORT_TYPE,VARCHAR2(36 CHAR),*L**oại báo cáo** (Bảo hiểm/ Tín dụng/ Chứng khoán/ Doanh nghiệp)*,,
PUBLIC_COMPANY,PUBLIC_COMPANY_FORM_CD,VARCHAR2(36 CHAR),*Hình thức công ty đại chúng*,,
PUBLIC_COMPANY,FY_START_DATE,TIMESTAMP(6),*Ngày bắt đầu năm tài chính*,,
PUBLIC_COMPANY,APPROVER_COMMENT,VARCHAR2(4000),*Ý kiến người duyệt*,,
PUBLIC_COMPANY,ACTIVE,NUMBER(1),"*Trạng thái hoạt động (1: Đang sử dụng, **0: Không sử dụng)*",,
PUBLIC_COMPANY,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
PUBLIC_COMPANY,DELETED,NUMBER(1),"*Xóa mềm (0: Chưa xóa, 1: Đã xóa)*",,
PUBLIC_COMPANY,DELETED_REASON,CLOB,*Lý do xóa*,,
PUBLIC_COMPANY,VERSION,NUMBER(MAX),*Phiên bản*,,
PUBLIC_COMPANY,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
PUBLIC_COMPANY,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
PUBLIC_COMPANY,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
PUBLIC_COMPANY,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
PUBLIC_COMPANY,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
PUBLIC_COMPANY,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
PUBLIC_COMPANY,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
PUBLIC_COMPANY,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
PUBLIC_COMPANY,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
PUBLIC_COMPANY,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
PUBLIC_COMPANY,SECURITY_VERSION_ID,VARCHAR2(36 CHAR),*ID của mã chứng khoán*,,
PUBLIC_COMPANY,SECURITY_TYPE_VERSION_ID,VARCHAR2(36 CHAR),*ID của loại chứng khoán*,,
PUBLIC_COMPANY,BUSINESS_LINE_VERSION_ID,VARCHAR2(36 CHAR),*ID của ngành nghề cấp 1 hoặc ngành nghề cấp 2*,,
PUBLIC_COMPANY,CREATED_BY_USER_NAME,VARCHAR2(30 CHAR),*Người tạo (được đồng bộ về)*,,
PUBLIC_COMPANY,CREATED_DATE,TIMESTAMP(6),*Ngày tạo* *(được đồng bộ về)*,,
PUBLIC_COMPANY,UPDATED_BY_USER_NAME,VARCHAR2(30 CHAR),*Người cập nhật (được đồng bộ về)*,,
PUBLIC_COMPANY,UPDATED_DATE,TIMESTAMP(6),*Ngày cập nhật (được đồng bộ về)*,,
PUBLIC_COMPANY,IDX_PUBLIC_COMPANY_CODE,CODE,,,
PUBLIC_COMPANY,IDX_PUBLIC_COMPANY_STABLE_ID,STABLE_ID,,,
APPROVED_AUDIT_FIRM,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
APPROVED_AUDIT_FIRM,AUDIT_FIRM_CD,VARCHAR2(20 CHAR),*Mã công ty kiểm toán (vd: 001)*,,
APPROVED_AUDIT_FIRM,FULL_NAME_VI,VARCHAR2(200 CHAR),*Tên công ty (tiếng Việt)*,,
APPROVED_AUDIT_FIRM,FULL_NAME_EN,VARCHAR2(200 CHAR),*Tên công ty (tiếng Anh)*,,
APPROVED_AUDIT_FIRM,SHORT_NAME,VARCHAR2(50 CHAR),*Tên viết tắt*,,
APPROVED_AUDIT_FIRM,BUSINESS_REG_NO,NUMBER(15),*Giấy chứng nhận ĐKKD*,,
APPROVED_AUDIT_FIRM,ELIGIBILITY_CERT_NO,VARCHAR2(20 CHAR),*Giấy chứng nhận đủ điều kiện KD kiểm toán*,,
APPROVED_AUDIT_FIRM,ADDRESS,VARCHAR2(255 CHAR),*Địa chỉ trụ sở*,,
APPROVED_AUDIT_FIRM,PHONE_NO,NUMBER(18),*Số điện thoại liên hệ*,,
APPROVED_AUDIT_FIRM,FAX_NO,NUMBER(18),*Số fax*,,
APPROVED_AUDIT_FIRM,WEBSITE,VARCHAR2(255 CHAR),*bsite công ty*,,
APPROVED_AUDIT_FIRM,PAID_IN_CAPITAL,NUMBER(18),*Vốn điều lệ thực góp (VNĐ)*,,
APPROVED_AUDIT_FIRM,APPROVAL_DECISION_NO,VARCHAR2(20 CHAR),*Số quyết định chấp thuận*,,
APPROVED_AUDIT_FIRM,APPROVAL_DATE,TIMESTAMP(6),*Ngày chấp thuận*,,
APPROVED_AUDIT_FIRM,FOREIGN_AUDIT_MEMBER_FLG,NUMBER(1),"*Thành viên hãng KT nước ngoài (0: Không, 1: Có)*",,
APPROVED_AUDIT_FIRM,MEMBERSHIP_START_DATE,TIMESTAMP(6),*Ngày trở thành thành viên*,,
APPROVED_AUDIT_FIRM,ACTIVE,NUMBER(1),"*Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)*",,
APPROVED_AUDIT_FIRM,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
APPROVED_AUDIT_FIRM,DELETED,NUMBER(1),"*Xóa mềm (0: Chưa xóa, 1: Đã xóa)*",,
APPROVED_AUDIT_FIRM,DELETED_REASON,CLOB,*Lý do xóa*,,
APPROVED_AUDIT_FIRM,VERSION,NUMBER(MAX),*Phiên bản*,,
APPROVED_AUDIT_FIRM,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
APPROVED_AUDIT_FIRM,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
APPROVED_AUDIT_FIRM,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
APPROVED_AUDIT_FIRM,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
APPROVED_AUDIT_FIRM,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
APPROVED_AUDIT_FIRM,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
APPROVED_AUDIT_FIRM,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
APPROVED_AUDIT_FIRM,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
APPROVED_AUDIT_FIRM,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
APPROVED_AUDIT_FIRM,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
APPROVED_AUDIT_FIRM,IDX_APPROVED_AUDIT_FIRM_ACTIVE,"ACTIVE, DELETED",,,
APPROVED_AUDIT_FIRM,IDX_APPROVED_AUDIT_FIRM_OLD_ID,OLD_ID,,,
APPROVED_AUDIT_FIRM,IDX_APPROVED_AUDIT_FIRM_STABLE_ID,STABLE_ID,,,
APPROVED_AUDIT_FIRM,IDX_APPROVED_AUDIT_FIRM_EFFECTIVE_END,EFFECTIVE_END_DATE,,,
APPROVED_AUDITORS,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
APPROVED_AUDITORS,CODE,VARCHAR2(20 CHAR),*Mã kiểm toán viên*,,
APPROVED_AUDITORS,FULL_NAME,VARCHAR2(255 CHAR),*Họ và tên kiểm toán viên*,,
APPROVED_AUDITORS,AF_PROFILE_ID,VARCHAR2(36 CHAR),*Stable Id Công ty kiểm toán*,,
APPROVED_AUDITORS,AUDIT_PRACTICE_CERT_NO,VARCHAR2(255 CHAR),*Số GCN đăng ký hành nghề kiểm toán*,,
APPROVED_AUDITORS,POSITION_TITLE_ID,VARCHAR2(36 CHAR),*Stable Id Chức vụ*,,
APPROVED_AUDITORS,MOF_APPROVAL_DOC_NO,VARCHAR2(18 CHAR),*Số văn bản quyết định chấp thuận của Bộ Tài chính*,,
APPROVED_AUDITORS,STATUS,NUMBER(1),"*Trạng thái hiệu lực (1: Hiệu lực, 0: Hết hiệu lực)*",,
APPROVED_AUDITORS,MOF_APPROVAL_ISSUE_DATE,TIMESTAMP(6),*Ngày văn bản quyết định chấp thuận của Bộ Tài chính*,,
APPROVED_AUDITORS,MOF_APPROVAL_START_DATE,TIMESTAMP(6),*Bộ Tài chính chấp thuận (từ ngày)*,,
APPROVED_AUDITORS,MOF_APPROVAL_END_DATE,TIMESTAMP(6),*Bộ Tài chính chấp thuận (đến ngày)*,,
APPROVED_AUDITORS,MOF_APPROVAL_CONTENT,CLOB,*Nội dung quyết định chấp thuận của Bộ Tài chính*,,
APPROVED_AUDITORS,SSC_APPROVAL_DOC_NO,VARCHAR2(18 CHAR),*Số văn bản quyết định chấp thuận của Ủy ban Chứng khoán*,,
APPROVED_AUDITORS,SSC_APPROVAL_ISSUE_DATE,TIMESTAMP(6),*Ngày văn bản quyết định chấp thuận của Ủy ban Chứng khoán*,,
APPROVED_AUDITORS,SSC_APPROVAL_START_DATE,TIMESTAMP(6),*Ủy ban Chứng khoán chấp thuận (từ ngày)*,,
APPROVED_AUDITORS,SSC_APPROVAL_END_DATE,TIMESTAMP(6),*Ủy ban Chứng khoán chấp thuận (đến ngày)*,,
APPROVED_AUDITORS,SSC_APPROVAL_CONTENT,CLOB,*Nội dung quyết định chấp thuận của Ủy ban Chứng khoán*,,
APPROVED_AUDITORS,MOF_SUSPENSION_DOC_NO,VARCHAR2(18 CHAR),*Số văn bản quyết định đình chỉ của Bộ Tài chính*,,
APPROVED_AUDITORS,MOF_SUSPENSION_ISSUE_DATE,TIMESTAMP(6),*Ngày văn bản quyết định đình chỉ của Bộ Tài chính*,,
APPROVED_AUDITORS,MOF_SUSPENSION_START_DATE,TIMESTAMP(6),*Bộ Tài chính đình chỉ (từ ngày)*,,
APPROVED_AUDITORS,MOF_SUSPENSION_END_DATE,TIMESTAMP(6),*ộ Tài chính đình chỉ (đến ngày)*,,
APPROVED_AUDITORS,MOF_SUSPENSION_CONTENT,CLOB,*ội dung quyết định đình chỉ của Bộ Tài chính*,,
APPROVED_AUDITORS,SSC_SUSPENSION_DOC_NO,VARCHAR2(18 CHAR),*Số văn bản quyết định đình chỉ của Ủy ban Chứng khoán*,,
APPROVED_AUDITORS,SSC_SUSPENSION_ISSUE_DATE,TIMESTAMP(6),*Ngày văn bản quyết định **đình chỉ của Ủy ban Chứng khoán*,,
APPROVED_AUDITORS,SSC_SUSPENSION_START_DATE,TIMESTAMP(6),*Ủy ban Chứng khoán đình chỉ (từ ngày)*,,
APPROVED_AUDITORS,SSC_SUSPENSION_END_DATE,TIMESTAMP(6),*Ủy ban Chứng khoán đình chỉ (đến ngày)*,,
APPROVED_AUDITORS,SSC_SUSPENSION_CONTENT,CLOB),*Nội dung quyết định đình chỉ của Ủy ban Chứng khoán*,,
APPROVED_AUDITORS,ACCEPT_YEAR,TIMESTAMP(6),*Năm chấp thuận (dùng cho báo cáo)*,,
APPROVED_AUDITORS,AFFILIATION_END_DATE,TIMESTAMP(6)),*Ngày kiểm toán viên không còn thuộc công ty kiểm toán*,,
APPROVED_AUDITORS,REC_CHANGED_FLG,NUMBER(1),"*ánh dấu bản ghi có bị thay đổi (0: Không, 1: Có)*",,
APPROVED_AUDITORS,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
APPROVED_AUDITORS,DELETED,NUMBER(1),"*Xóa mềm (0: Chưa xóa, 1: Đã xóa)*",,
APPROVED_AUDITORS,DELETED_REASON,CLOB,*Lý do xóa*,,
APPROVED_AUDITORS,VERSION,NUMBER(MAX),*Phiên bản*,,
APPROVED_AUDITORS,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
APPROVED_AUDITORS,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
APPROVED_AUDITORS,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
APPROVED_AUDITORS,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
APPROVED_AUDITORS,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
APPROVED_AUDITORS,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
APPROVED_AUDITORS,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
APPROVED_AUDITORS,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
APPROVED_AUDITORS,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
APPROVED_AUDITORS,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
APPROVED_AUDITORS,AF_PROFILE_VERSION_ID,VARCHAR2(36 CHAR),*ID phiên bản Công ty kiểm toán*,,
APPROVED_AUDITORS,POSITION_TITLE_VERSION_ID,VARCHAR2(36 CHAR),*ID phiên bản Chức vụ*,,
APPROVED_AUDITORS,IDX_APPROVED_AUDITORS_ACTIVE,DELETED,,,
APPROVED_AUDITORS,IDX_APPROVED_AUDITORS_OLD_ID,OLD_ID,,,
APPROVED_AUDITORS,IDX_APPROVED_AUDITORS_CODE,"CODE, VERSION",,,
APPROVED_AUDITORS,IDX_APPROVED_AUDITORS_AF_PROFILE_ID,AF_PROFILE_ID,,,
APPROVED_AUDITORS,IDX_APPROVED_AUDITORS_POSITION_TITLE_ID,POSITION_TITLE_ID,,,
FOREIGN_BRANCH,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
FOREIGN_BRANCH,PARENT_COMPANY_NAME,VARCHAR2(255 CHAR),*Tên công ty mẹ*,,
FOREIGN_BRANCH,PARENT_COMPANY_ADDRESS,CLOB,*Địa chỉ công ty mẹ*,,
FOREIGN_BRANCH,PARENT_BUSINESS_LICENSE,VARCHAR2(30 CHAR),*Số giấy phép kinh doanh công ty mẹ*,,
FOREIGN_BRANCH,PARENT_LICENSE_ISSUE_DATE,TIMESTAMP(6),*Ngày cấp giấy phép công ty mẹ*,,
FOREIGN_BRANCH,PARENT_LICENSE_ISSUER,VARCHAR2(255 CHAR),*Cơ quan cấp giấy phép công ty mẹ*,,
FOREIGN_BRANCH,BRANCH_NAME,VARCHAR2(255 CHAR),*Tên VPĐD/Chi nhánh tại Việt Nam*,,
FOREIGN_BRANCH,BRANCH_ADDRESS,CLOB,*Địa chỉ VPĐD/Chi nhánh*,,
FOREIGN_BRANCH,BRANCH_LICENSE,VARCHAR2(255 CHAR),*Giấy phép ĐKHĐ*,,
FOREIGN_BRANCH,BRANCH_LICENSE_ISSUE_DATE,TIMESTAMP(6),*Ngày cấp giấy phép*,,
FOREIGN_BRANCH,BRANCH_LICENSE_ISSUER,VARCHAR2(250 CHAR),*Cơ quan cấp phép*,,
FOREIGN_BRANCH,HEAD_REPRESENTATIVE,VARCHAR2(100 CHAR)),*Trưởng đại diện*,,
FOREIGN_BRANCH,NATIONALITY_ID,VARCHAR2(36 CHAR),*Quốc tịch*,,
FOREIGN_BRANCH,NATIONALITY_VERSION_ID,VARCHAR2(36 CHAR),*Version quốc tịch*,,
FOREIGN_BRANCH,DOCUMENT_TYPE_ID,VARCHAR2(36 CHAR),*Loại văn bản*,,
FOREIGN_BRANCH,DOCUMENT_TYPE_VERSION_ID,VARCHAR2(36 CHAR),*Version loại văn bản*,,
FOREIGN_BRANCH,DOCUMENT_NUMBER,VARCHAR2(255 CHAR),*Số văn bản*,,
FOREIGN_BRANCH,DECISION_DATE,TIMESTAMP(6),*Ngày quyết định*,,
FOREIGN_BRANCH,VALID_APPLICATION_DATE,TIMESTAMP(6),*Ngày hồ sơ hợp lệ*,,
FOREIGN_BRANCH,CHANGE_REASON,CLOB,*Lý do thay đổi*,,
FOREIGN_BRANCH,ATTACHMENT_FILE,CLOB,*File đính kèm (URL)*,,
FOREIGN_BRANCH,OPERATION_STATUS,NUMBER(1),"*Trạng thái hoạt động (1: Hoạt động, 0: Ngừng)*",,
FOREIGN_BRANCH,NOTE,CLOB,*G**hi chú*,,
FOREIGN_BRANCH,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
FOREIGN_BRANCH,DELETED,NUMBER(1),"*Xóa mềm (0: Chưa xóa, 1: Đã xóa)*",,
FOREIGN_BRANCH,DELETED_REASON,CLOB,*Lý do xóa*,,
FOREIGN_BRANCH,VERSION,NUMBER(MAX),*Phiên bản*,,
FOREIGN_BRANCH,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
FOREIGN_BRANCH,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
FOREIGN_BRANCH,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
FOREIGN_BRANCH,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
FOREIGN_BRANCH,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
FOREIGN_BRANCH,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
FOREIGN_BRANCH,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
FOREIGN_BRANCH,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
FOREIGN_BRANCH,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
FOREIGN_BRANCH,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
ACTIVITY_STATUS,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
ACTIVITY_STATUS,CODE,VARCHAR2(20 CHAR),*Mã tình trạng hoạt động*,,
ACTIVITY_STATUS,NAME,VARCHAR2(255 CHAR),*Tên tình trạng hoạt động*,,
ACTIVITY_STATUS,DESCRIPTION,VARCHAR2(255 CHAR),*Mô tả*,,
ACTIVITY_STATUS,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
ACTIVITY_STATUS,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
ACTIVITY_STATUS,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
ACTIVITY_STATUS,DELETED_REASON,CLOB,*Lý do xóa*,,
ACTIVITY_STATUS,VERSION,NUMBER(MAX),*Phiên bản*,,
ACTIVITY_STATUS,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
ACTIVITY_STATUS,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
ACTIVITY_STATUS,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
ACTIVITY_STATUS,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
ACTIVITY_STATUS,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
ACTIVITY_STATUS,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
ACTIVITY_STATUS,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
ACTIVITY_STATUS,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
ACTIVITY_STATUS,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
ACTIVITY_STATUS,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
ACTIVITY_STATUS,IDX_AS_ACTIVE,"ACTIVE, DELETED",,,
ACTIVITY_STATUS,IDX_AS_OLD_ID,OLD_ID,,,
ACTIVITY_STATUS,IDX_AS_STABLE_ID,STABLE_ID,,,
ACTIVITY_STATUS,IDX_AS_CODE_VERSION,"CODE, VERSION",,,
ACTIVITY_STATUS,IDX_AS_END_DATE,EFFECTIVE_END_DATE,,,
CUSTODIAN_BANK,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
CUSTODIAN_BANK,CODE,VARCHAR2(20 CHAR),*Mã **ngân hàng*,,
CUSTODIAN_BANK,NAME_VN,VARCHAR2(255 CHAR),*Tên tiếng Việt*,,
CUSTODIAN_BANK,NAME_EN,VARCHAR2(255 CHAR),*Tên tiếng Anh*,,
CUSTODIAN_BANK,SHORT_NAME,VARCHAR2(100 CHAR),*Tên viết tắt*,,
